label context intent
避難所 近くの避難場の場所を教えてください。 動物が一緒に避難できるところを探しています。
避難所 自閉症の子供がいるんですが、 避難所を使えますか？
避難所 恵比寿1-1-1に住んでいますが、家が倒れて住めないので、 赤ちゃんも受け入れる一番近い避難所はどこですか。
避難所 今武蔵小杉にいますが、 家族と一緒に行ける一番近い避難所はどこですが。
支援物資 支援物資 支援物資
支援物資 支援物資 支援物資
支援物資 支援物資 支援物資
支援物資 支援物資は必要？ 支援物資は必要？
支援物資 なにか避難所に足りないものありますか。 なにか避難所に足りないものありますか。
支援物資 テレビで水が足りないことを知ったのですが、何か送りましょうか。 テレビで水が足りないことを知ったのですが、何か送りましょうか。
支援物資 避難所は今何を必要としていますか。どのような物資が必要ですか。 避難所は今何を必要としていますか。どのような物資が必要ですか。
支援物資 支援物資 支援物資
支援物資 食料が不足しているのですが 食べ物の配給を受けたいのですが
支援物資 水が不足しているのですが 飲み物の配給を受けたいのですが
支援物資 食料とか不足しているのですが いつ頃配給されますか。
支援物資 毛布がないのですが いつ頃配給されますか。
支援物資 あと1日で赤ちゃんの食べ物がなくなるのですが 新しいサプライはいつ来ますか？
支援物資 白山の支援はまだか？ 白山の支援はまだか？
支援物資 食料が不足しているのですが 支援物資などがある場合は教えて頂きたいです。
支援物資 NAN お水をください
支援物資 支援物資を送りたいです。 送り先住所を教えてください。
支援物資 水が欲しいです。 どこでどのぐらいもらえますか。
支援物資 食べるものがありません。水もあと少ししかありません。 どこに行けばもらえますか？
支援物資 支援物資は何をいついただくことができるのでしょうか。赤ちゃんがいるため、 オムツの支援を希望致します。このような状況の中大変恐縮ですが、何卒よろしくお願いいたします。
支援物資 支援物資として、 何がどれくらいの量、いつ、どこに必要でしょうか。
支援物資 必要な物資を頂く事は、 可能でしょうか？
支援物資 食べ物を送りたいのですが、 どうすればよいですか？
支援物資 日用品買える場所教えてください 日用品買える場所教えてください
支援物資 津波で家にある服が濡れて使えません。 服や靴をもらえないでしょうか。
支援物資 お水がありません NAN
支援物資 今後食べ物などの支給はあるのでしょうか？ 今後食べ物などの支給はあるのでしょうか？
支援物資 避難している場所の支援物資が足りていません。 食料が足りないのでもっともらえませんか？
支援物資 支援物資をどこから受け取ることができますか？ 支援物資をどこから受け取ることができますか？
支援物資 支援物資を送りたいんですが 支援物資を送りたいんですが、
支援物資 支援物資を送りたいんですが、 今何が必要ですか？タオルはまだ必要ですか？古いものはダメですか？
支援物資 地震の準備しなかったので食べ物はあまりないし、 水とラーメンはそちらにあるんですか。
支援物資 家にトイレットペーパーはあるから これを提供できますか。
支援物資 水、食料、衣類などの支援物資について何が不足しているのか知りたいのですが、どこに問い合わせすればいいか教えてください。 水、食料、衣類などの支援物資について何が不足しているのか知りたいのですが、どこに問い合わせすればいいか教えてください。
ボランティア ボランティアしたいのですが、どこに行けばよいでしょうか。 ボランティアしたいのですが、どこに行けばよいでしょうか。
ボランティア ボランティア受け入れていますか。 ボランティア受け入れていますか。
ボランティア 手伝いに行きたいのですが、 手伝うことできますか。
ボランティア 手伝いに行きたいのですが、 手伝うことできますか。
ボランティア 手伝いに行きたいのですが、 手伝いに行きたいのですが。
ボランティア 手伝いに行きたいのですが、 手伝いに行きたいのですが。
ボランティア NAN 何か手伝えるものありますか。
ボランティア NAN 何か手伝えることありますか。
ボランティア 災害が起きた聞きましたが、 なにかお手伝いできることないでしょうか。
ボランティア 災害が起きた聞きましたが、 災害が起きたのですがなにかお手伝いできることないでしょうか。
ボランティア ボランティア受け入れていますか。 ボランティア受け入れていますか。
ボランティア ボランティアをしに行きたいのですが、何を持っていったらいいですか。 ボランティアをしに行きたいのですが、何を持っていったらいいですか。
ボランティア 家の中の片付けを手伝ってくれる人がいないかと思って連絡してみたんですが。 家の中の片付けを手伝ってくれる人がいないかと思って連絡してみたんですが。
ボランティア 青森県の山本という者です。この度の災害にあたり、ボランティアとして支援を行いたいのですが、募集をしていますでしょうか。要件、そちらでご提供いただけるもの、車などを止めるスペース、 個人が運べる支援物資で必要なものの有無を教えてください。
ボランティア NAN ボランティアの募集は、いつ頃から開始されますか？
ボランティア NAN 災害復旧ボランティアの受け入れ先について、連絡先を教えて下さい。
ボランティア 私に何か出来ることがあれば是非連絡してください 私に何か出来ることがあれば是非連絡してください
ボランティア 家に寝たきりの祖母がいるのですが、いつものヘルパーさんがこれないので、 ボランティアの方で、ヘルパーの資格があるかたを派遣してください。
ボランティア NAN ボランティアに参加したいのですが、活動内容や準備するものなどの詳細を教えてもらえますか？
ボランティア NAN ボランティアのお手伝いが必要です。
ボランティア ボランティアしたいと言ってる東京の友人がいるんですが、 どこか宿泊場所はありませんか？
ボランティア 三連休がありますので、力仕事はできないが、 何かボランティアできますが。
ボランティア 私は力仕事は出来ますが、いつボランティアすることは可能ですが。 いつボランティアすることは可能ですが。
ボランティア ボランティア ボランティアの受付はどこですか。
ボランティア ボランティア ボランティアすることできますか。
ボランティア ボランティア ボランティア活動をしたいのですが。
ボランティア ボランティア ボランティアする機会ありましたら教えてください。
ボランティア ボランティア お手伝いしたいと思うのですが。
ボランティア ボランティア ボランティア
ボランティア ボランティア ボランティア
ボランティア ボランティア ボランティア
ボランティア ボランティア ボランティア
ボランティア ボランティア ボランティア
ボランティア ボランティア ボランティア
ボランティア ボランティア ボランティア
ボランティア ボランティア ボランティア
ボランティア ボランティア ボランティア
ボランティア 明日の朝被害地域に入り、復興の応援をしたいのですがどこに連絡して指示を受ければいいのでしょうか？ 復興の応援をしたいのですがどこに連絡して指示を受ければいいのでしょうか？
ライフライン(一般) インフラってどうなっていますか。 インフラってどうなっていますか。
ライフライン(一般) インフラってどうなっていますか。 インフラってどういう状況ですか。
ライフライン(一般) インフラってどうなっていますか。 インフラ設備について教えてください。
ライフライン(一般) NAN 武蔵小杉で水使えますか。
ライフライン(一般) NAN 武蔵小杉でガス使えますか。
ライフライン(一般) NAN 武蔵小杉で電気使えますか。
ライフライン(一般) NAN 武蔵小杉で水使えますか。
ライフライン(一般) NAN 武蔵小杉でガス使えますか。
ライフライン(一般) NAN 武蔵小杉で電気使えますか。
ライフライン(一般) 交通やライフラインが断たれて、一時的に品不足が起こるだけです。 交通やライフラインが断たれて、一時的に品不足が起こるだけです。
ライフライン(一般) 横浜でも停電や断水が起こって、テレビはつかないしトイレの水は流れない。 いつ頃復旧するか(水)。
ライフライン(一般) 起きたら家が停電になっているんだ。 いつ頃復旧するか。
ライフライン(一般) 北海道地震で停電になっている地域が早く灯りが点がない。 いつ頃復旧するか。
ライフライン(一般) 色々と大変かと思いますが早く灯りをつくようにしてあげて下さい。 いつ頃復旧するか。
ライフライン(一般) ずっと停電になっている。 いつ頃復旧するか。
ライフライン(一般) 停電は2、3日続いている。 いつ頃復旧するか。
ライフライン(一般) NAN 我が家は倒壊は免れたのですが昨日から停電と断水が続いています、いつ頃復旧されるのでしょうか？
ライフライン(一般) 実は私、北海道に住んでいまして…地震の影響で停電になっているのでスマホの電池がない。 いつ頃復旧するか。
ライフライン(一般) まだ余震が続いていて停電になっているみたい。 いつ頃復旧するか。
ライフライン(一般) 停電になっている場所がある。 いつ頃復旧するか。
ライフライン(一般) 夜中の地震、停電で不安を感じられている。 いつ頃復旧するか。
ライフライン(一般) 横浜でも停電や断水が起こって、テレビはつかないしトイレの水は流れない。 いつ頃復旧するか(水)。
ライフライン(一般) 起きたら家が停電になっているんだ。 いつ頃復旧するか。
ライフライン(一般) 北海道地震で停電になっている地域が早く灯りが点がない。 いつ頃復旧するか。
ライフライン(一般) 色々と大変かと思いますが早く灯りをつくようにしてあげて下さい。 いつ頃復旧するか。
ライフライン(一般) ずっと停電になっている。 いつ頃復旧するか。
ライフライン(一般) 停電は2、3日続いている。 いつ頃復旧するか。
ライフライン(一般) 電気復旧しましたか 電気復旧しましたか
ライフライン(一般) 実は私、北海道に住んでいまして…地震の影響で停電になっているのでスマホの電池がない。 いつ頃復旧するか。
ライフライン(一般) まだ余震が続いていて停電になっているみたい。 いつ頃復旧するか。
ライフライン(一般) 停電になっている場所がある。 いつ頃復旧するか。
ライフライン(一般) 夜中の地震、停電で不安を感じられている。 いつ頃復旧するか。
ライフライン(一般) 横浜でも停電や断水が起こって、テレビはつかないしトイレの水は流れない。 いつ頃復旧するか(水)。
ライフライン(一般) 起きたら家が停電になっているんだ。 いつ頃復旧するか。
ライフライン(一般) 北海道地震で停電になっている地域が早く灯りが点がない。 いつ頃復旧するか。
ライフライン(一般) 色々と大変かと思いますが早く灯りをつくようにしてあげて下さい。 いつ頃復旧するか。
ライフライン(一般) ずっと停電になっている。 いつ頃復旧するか。
ライフライン(一般) 停電は2、3日続いている。 いつ頃復旧するか。
ライフライン(一般) 実は私、北海道に住んでいまして…地震の影響で停電になっているのでスマホの電池がない。 いつ頃復旧するか。
ライフライン(一般) まだ余震が続いていて停電になっているみたい。 いつ頃復旧するか。
ライフライン(一般) 停電になっている場所がある。 いつ頃復旧するか。
ライフライン(一般) 夜中の地震、停電で不安を感じられている。 いつ頃復旧するか。
ライフライン(一般) 断水になっているのですが、どうすればいいでしょうか。 断水になっているのですが、どうすればいいでしょうか。
ライフライン(一般) 断水になっているのですが、どうすればいいでしょうか。 断水になっているのですが、どうすればいいでしょうか。
ライフライン(一般) 断水になっているのですが、どうすればいいでしょうか。 断水になっているのですが、どうすればいいでしょうか。
ライフライン(一般) ライフラインはどうなっていますか。 ライフラインはどうなっていますか。
ライフライン(一般) ライフラインはどうなっていますか。 ライフラインはどうなっていますか。
ライフライン(一般) ライフラインはどうなっていますか。 ライフラインはどうなっていますか。
ライフライン(一般) 今うちで水が止まっているのですが、 いつ頃復旧しそうですか。
ライフライン(一般) 今朝から水が出ませんが いつごろ普通に戻りますか?
ライフライン(一般) 渋谷駅の近くにいるが いつ電気が戻られるの？
ライフライン(一般) 電気もガスも水も止まっているのですが いつ復旧しますか？
ライフライン(一般) 電気・水・ガスが全て削減されています。 いつ戻ってきますか。
ライフライン(一般) 電気はいつ頃つくようになりそうですか？水は？とりあえず水道から水が出るまでは、 給水車が回ってくれたりするんでしょうか？
ライフライン(一般) NAN ライフラインのどれがどれくらいの期間、使用が止まりますか。また、特に水の供給の目処は立っていますか。
ライフライン(一般) NAN 電気、水道、ガスを使用してもよろしいでしょうか？
ライフライン(一般) NAN 復旧は何時になりますか？配給水はどこでもらえますか？
ライフライン(一般) NAN 水無いのでペットボトルの水を送れますか
ライフライン(一般) 今、家が停電で水も使えない状況です。 復旧の目処を教えてください。
ライフライン(一般) マンションのエレベーターは止まり、 停電しています。
ライフライン(一般) 水はまだ出ますが、ガスも止まっているようです。 水はまだ出ますが、ガスも止まっているようです。
ライフライン(一般) NAN 断水はいつまで続きますか？給水は何処で行われますか？
ライフライン(一般) 電気もしくは水、ガスが止まってしまいました。 どこで、水を汲みに行けばいいですか。また、水をいれるバケツもないのですが、どこかで貸してくださるのでしょうか。
ライフライン(一般) NAN 電気は、いつ頃通るんでしょうか？
ライフライン(一般) NAN どこかにスマホの充電ができる場は設置しないんですか？
ライフライン(一般) NAN 電気、水道、ガスは通っているかを知りたいです。
ライフライン(一般) NAN 電話がつながらない。いつ頃復旧しますか。
